Title,Creator,Category,Tags,Synopsis,Confidence,Episode Number,Episode Date,Edition,Source URL,Secondary URLs,Episode Video URL,Episode Blog URL
Upright Laser Harp,Jonathan Bumstead,project,laser-cutting,Upright Laser Harp (by Jonathan Bumstead).,high,153,2019-12-26,main,https://hackaday.io/project/167163-upright-laser-harp,,https://youtube.com/watch?v=GDAZEBGzxa8,https://www.makerprojectlab.com/5-favorite-maker-projects-of-2019-maker-update-153/
How to Make Realistic Eyes Using 3D Printing for Animatronic Eye Mechanisms,Will Cogley,project,printing; robotics; animatronics; wearables; 3d-printing,How to Make Realistic Eyes Using 3D Printing for Animatro... (by Will Cogley).,high,153,2019-12-26,main,https://www.instructables.com/id/How-to-Make-Ultra-Realistic-Eyes-Using-3D-Printing/,,https://youtube.com/watch?v=GDAZEBGzxa8,https://www.makerprojectlab.com/5-favorite-maker-projects-of-2019-maker-update-153/
Fetch,Applied Procrastination,project,diy; maker,Fetch (by Applied Procrastination).,high,152,2019-12-12,main,https://youtu.be/5PFgVtzsXHM,,https://youtube.com/watch?v=I-Q-8ZifIh0,https://www.makerprojectlab.com/signs-of-attraction-maker-update-152/
https://github.com/AppliedProcrastination/,,project,,Reference link provided in source.,low,152,2019-12-12,main,https://github.com/AppliedProcrastination/,,https://youtube.com/watch?v=I-Q-8ZifIh0,https://www.makerprojectlab.com/signs-of-attraction-maker-update-152/
Really Beautiful Swimming Ferrofluids,rogercarr,project,kinetic-art,Really Beautiful Swimming Ferrofluids (by rogercarr).,high,152,2019-12-12,main,https://www.instructables.com/id/Really-Beautiful-Swimming-Ferrofluids/,,https://youtube.com/watch?v=I-Q-8ZifIh0,https://www.makerprojectlab.com/signs-of-attraction-maker-update-152/
Colin Furze Landspeeder,,project,vehicles,Project: Colin Furze Landspeeder.,high,152,2019-12-12,main,https://youtu.be/X2h_yHnTwVw,,https://youtube.com/watch?v=I-Q-8ZifIh0,https://www.makerprojectlab.com/signs-of-attraction-maker-update-152/
How to Make a Compact Animatronic Eye Mechanism with 3D Printing and Arduino,Will Cogley,project,arduino; printing; robotics; animatronics; wearables; 3d-printing,How to Make a Compact Animatronic Eye Mechanism with 3D P... (by Will Cogley).,high,152,2019-12-12,main,https://www.instructables.com/id/DIY-Compact-3D-Printed-Animatronic-Eye-Mechanism/,,https://youtube.com/watch?v=I-Q-8ZifIh0,https://www.makerprojectlab.com/signs-of-attraction-maker-update-152/
Adam Savage's One Day Builds: Workshop Hardware Storage!,,tip,storage,Resource: Adam Savage's One Day Builds: Workshop Hardware Storage!.,high,152,2019-12-12,main,https://youtu.be/6ps4vbQ6Tk0,,https://youtube.com/watch?v=I-Q-8ZifIh0,https://www.makerprojectlab.com/signs-of-attraction-maker-update-152/
Clever Workbench,Laura Kampf,tip,workbench; woodworking; workshop,A clever custom workbench build by maker Laura Kampf.,high,152,2019-12-12,main,https://youtu.be/TPVq0zXKy3c,,https://youtube.com/watch?v=I-Q-8ZifIh0,https://www.makerprojectlab.com/signs-of-attraction-maker-update-152/
How to GROW or SHRINK Silicone Molds!,The CrafsMan,tip,silicone,Resource: How to GROW or SHRINK Silicone Molds!.,high,152,2019-12-12,main,https://www.youtube.com/watch?v=P6fnGUL307U,,https://youtube.com/watch?v=I-Q-8ZifIh0,https://www.makerprojectlab.com/signs-of-attraction-maker-update-152/
3D Printed Paper Folding Experiments,,tip,3d-printing; pla; papercraft,Resource: 3D Printed Paper Folding Experiments.,high,152,2019-12-12,main,https://www.instagram.com/p/B4tNz-AnOOO/,,https://youtube.com/watch?v=I-Q-8ZifIh0,https://www.makerprojectlab.com/signs-of-attraction-maker-update-152/
Folding Techniques for Designers: From Sheet to Form,Paul Jackson,tip,papercraft,Resource: Folding Techniques for Designers: From Sheet to Form.,high,152,2019-12-12,main,https://www.amazon.com/exec/obidos/ASIN/1856697215/makerprojec0c-20,,https://youtube.com/watch?v=I-Q-8ZifIh0,https://www.makerprojectlab.com/signs-of-attraction-maker-update-152/
Desktop Dumpster Fire,,project,diy; maker,Project: Desktop Dumpster Fire.,high,151,2019-12-05,adafruit,https://learn.adafruit.com/desktop-dumpster-fire,,https://youtube.com/watch?v=CZvZBG6_WRY,https://www.makerprojectlab.com/chestnuts-roasting-on-a-dumpster-fire-maker-update-151-adafruit-edition/
CircuitPython Animated Sprite pendants,,project,animation; adafruit,Project: CircuitPython Animated Sprite pendants.,high,151,2019-12-05,adafruit,https://learn.adafruit.com/circuitpython-sprite-animation-pendant-mario-clouds-flying-toasters,,https://youtube.com/watch?v=CZvZBG6_WRY,https://www.makerprojectlab.com/chestnuts-roasting-on-a-dumpster-fire-maker-update-151-adafruit-edition/
Cyberpunk Santa Eye,,project,wearables; animatronics; adafruit; seasonal,Project: Cyberpunk Santa Eye.,high,151,2019-12-05,adafruit,https://learn.adafruit.com/cyberpunk-santa-eye,,https://youtube.com/watch?v=CZvZBG6_WRY,https://www.makerprojectlab.com/chestnuts-roasting-on-a-dumpster-fire-maker-update-151-adafruit-edition/
No-Solder LED Tie,,project,soldering; lighting; adafruit,Project: No-Solder LED Tie.,high,151,2019-12-05,adafruit,https://learn.adafruit.com/no-solder-circuit-playground-bluetooth-disco-tie,,https://youtube.com/watch?v=CZvZBG6_WRY,https://www.makerprojectlab.com/chestnuts-roasting-on-a-dumpster-fire-maker-update-151-adafruit-edition/
Musical Walking Stick,,project,adafruit,Project: Musical Walking Stick.,high,151,2019-12-05,adafruit,https://learn.adafruit.com/musical-cane-walking-stick,,https://youtube.com/watch?v=CZvZBG6_WRY,https://www.makerprojectlab.com/chestnuts-roasting-on-a-dumpster-fire-maker-update-151-adafruit-edition/
Luminary Lanterns,,project,diy; maker,Project: Luminary Lanterns.,high,151,2019-12-05,adafruit,https://learn.adafruit.com/bluefruit-luminary-lanterns-with-capacitive-touch,,https://youtube.com/watch?v=CZvZBG6_WRY,https://www.makerprojectlab.com/chestnuts-roasting-on-a-dumpster-fire-maker-update-151-adafruit-edition/
Turtle Graphics on TFT Gizmo,,tip,adafruit; circuitpython; programming,A turtle-graphics programming demo on Adafruit's TFT Gizmo display.,high,151,2019-12-05,adafruit,https://learn.adafruit.com/turtle-graphics-gizmo,,https://youtube.com/watch?v=CZvZBG6_WRY,https://www.makerprojectlab.com/chestnuts-roasting-on-a-dumpster-fire-maker-update-151-adafruit-edition/
Gift Guides!,,tip,electronics,Gift Guides!,low,151,2019-12-05,adafruit,https://www.adafruit.com/explore,,https://youtube.com/watch?v=CZvZBG6_WRY,https://www.makerprojectlab.com/chestnuts-roasting-on-a-dumpster-fire-maker-update-151-adafruit-edition/
Adafruit in Hackspace,,tip,adafruit,Resource: Adafruit in Hackspace.,high,151,2019-12-05,adafruit,https://blog.adafruit.com/2019/11/21/maker-christmas-presents-issue-25-hackspace-magazine-maker-christmas-hackspacemag/,,https://youtube.com/watch?v=CZvZBG6_WRY,https://www.makerprojectlab.com/chestnuts-roasting-on-a-dumpster-fire-maker-update-151-adafruit-edition/
https://blog.adafruit.com/2019/11/21/circuitpython-and-bluetooth-low-energy-issue-25-hackspace-magazine-maker-christmas-hackspacemag-ben_everard-circuitpython/,,tip,electronics,Reference link provided in source.,low,151,2019-12-05,adafruit,https://blog.adafruit.com/2019/11/21/circuitpython-and-bluetooth-low-energy-issue-25-hackspace-magazine-maker-christmas-hackspacemag-ben_everard-circuitpython/,,https://youtube.com/watch?v=CZvZBG6_WRY,https://www.makerprojectlab.com/chestnuts-roasting-on-a-dumpster-fire-maker-update-151-adafruit-edition/
Check out the Feather entries,,tip,electronics,Check out the Feather entries,low,151,2019-12-05,adafruit,https://hackaday.io/contest/168107-take-flight-with-feather,,https://youtube.com/watch?v=CZvZBG6_WRY,https://www.makerprojectlab.com/chestnuts-roasting-on-a-dumpster-fire-maker-update-151-adafruit-edition/
Off-Grid Cyberdeck! The Raspberry Pi Recovery Kit,Jay Doscher,project,electronics; raspberry-pi,Off-Grid Cyberdeck! The Raspberry Pi Recovery Kit (by Jay Doscher).,high,150,2019-11-22,main,https://back7.co/home/raspberry-pi-recovery-kit,,https://youtube.com/watch?v=QLuF5eE3qDE,https://www.makerprojectlab.com/doomsday-pi-maker-update-150/
Make Old Toys Awesome Again,lonesoulsurfer,project,diy; maker,Make Old Toys Awesome Again (by lonesoulsurfer).,high,150,2019-11-22,main,https://www.instructables.com/id/Make-Old-Toys-Awesome-Again/,,https://youtube.com/watch?v=QLuF5eE3qDE,https://www.makerprojectlab.com/doomsday-pi-maker-update-150/
Transforming Bicycle! Tall Bike to Chopper Bike,rachl009,project,vehicles,Transforming Bicycle! Tall Bike to Chopper Bike (by rachl009).,high,150,2019-11-22,main,https://www.instructables.com/id/Transforming-Bicycle-Tall-Bike-to-Chopper-Bike/,https://youtu.be/B7Lqr_9u7jg,https://youtube.com/watch?v=QLuF5eE3qDE,https://www.makerprojectlab.com/doomsday-pi-maker-update-150/
Online Gcode Viewer,,tip,3d-printing; gcode; software-tools,A web-based tool for viewing G-code files.,high,150,2019-11-22,main,http://gcode.ws/,,https://youtube.com/watch?v=QLuF5eE3qDE,https://www.makerprojectlab.com/doomsday-pi-maker-update-150/
Making R2-D2 Part 3,Bob Clagett,tip,cosplay; props; robotics,Part 3 of Bob Clagett's R2-D2 replica build series.,high,150,2019-11-22,main,https://youtu.be/v-LjcBdbyiA,,https://youtube.com/watch?v=QLuF5eE3qDE,https://www.makerprojectlab.com/doomsday-pi-maker-update-150/
USC Spraymax Matte Clearcoat 3680065,,tip,spray-paint; clearcoat; finishing,A matte clearcoat spray finish product tip.,high,150,2019-11-22,main,https://www.amazon.com/dp/B0178ABUVM?tag=ilik-20,,https://youtube.com/watch?v=QLuF5eE3qDE,https://www.makerprojectlab.com/doomsday-pi-maker-update-150/
Easy How To Hydro-Dip Tutorial,TheCrafsMan SteadyCraftin,tip,education; hydro-dip,Resource: Easy How To Hydro-Dip Tutorial.,high,150,2019-11-22,main,https://youtu.be/maFcp9IbueA,,https://youtube.com/watch?v=QLuF5eE3qDE,https://www.makerprojectlab.com/doomsday-pi-maker-update-150/
Giant Analog CO2 Meter,rabbitcreek,project,diy; maker,Giant Analog CO2 Meter (by rabbitcreek).,high,149,2019-11-14,main,https://www.instructables.com/id/Giant-Analog-CO2-Meter/,https://youtu.be/33E5hsODIE8; https://youtu.be/biv6zJme5OY,https://youtube.com/watch?v=YEz-r8KDY-0,https://www.makerprojectlab.com/out-of-thin-air-maker-update-149/
"BrachioGraph - the cheapest, simplest possible pen-plotter",Daniele Procida,project,drawing,"BrachioGraph - the cheapest, simplest possible pen-plotter (by Daniele Procida).",high,149,2019-11-14,main,https://brachiograph.readthedocs.io/en/latest/,https://youtu.be/18T0IQNadbw,https://youtube.com/watch?v=YEz-r8KDY-0,https://www.makerprojectlab.com/out-of-thin-air-maker-update-149/
How to Build a Simple 3D Printed Arduino Animatronic Eye Mechanism,Will Cogley,project,arduino; pla; robotics; animatronics; wearables; 3d-printing,How to Build a Simple 3D Printed Arduino Animatronic Eye ... (by Will Cogley).,high,149,2019-11-14,main,http://www.nilheim.co.uk/latest-projects/simplified-3d-printed-animatronic-dual-eye-mechanism,,https://youtube.com/watch?v=YEz-r8KDY-0,https://www.makerprojectlab.com/out-of-thin-air-maker-update-149/
Face Changing Projection Mask - Be Anything,seanhodgins,project,cosplay; animatronics,Face Changing Projection Mask - Be Anything (by seanhodgins).,high,149,2019-11-14,main,https://www.instructables.com/id/Face-Changing-Projection-Mask-Be-Anything/,,https://youtube.com/watch?v=YEz-r8KDY-0,https://www.makerprojectlab.com/out-of-thin-air-maker-update-149/
Flexure Gripper and Demo Board,Amy Makes Stuff,tip,electronics,Resource: Flexure Gripper and Demo Board.,high,149,2019-11-14,main,https://youtu.be/YEz-r8KDY-0,,https://youtube.com/watch?v=YEz-r8KDY-0,https://www.makerprojectlab.com/out-of-thin-air-maker-update-149/
Some tips and tricks for controlling a servo with an Arduino,Jeremy S Cook,tip,motors; arduino,Resource: Some tips and tricks for controlling a servo with an Arduino.,high,149,2019-11-14,main,https://blog.arduino.cc/2019/11/06/some-tips-and-tricks-for-controlling-a-servo-with-an-arduino/,,https://youtube.com/watch?v=YEz-r8KDY-0,https://www.makerprojectlab.com/out-of-thin-air-maker-update-149/
A Primer on Paintbrushes!,,tip,painting; finishing,A primer on choosing and using paintbrushes.,high,149,2019-11-14,main,https://youtu.be/qwxOkqrca2M,,https://youtube.com/watch?v=YEz-r8KDY-0,https://www.makerprojectlab.com/out-of-thin-air-maker-update-149/
Talking Bluetooth Pumpkin,,project,wireless; seasonal,Project: Talking Bluetooth Pumpkin.,high,148,2019-11-06,adafruit,https://learn.adafruit.com/pumpkin-with-circuit-playground-bluefruit,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
Monster m4sk round-up,,project,wearables; animatronics; adafruit,Project: Monster m4sk round-up.,high,148,2019-11-06,adafruit,,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
Animatronic Fizzgig monster m4sk,,project,robotics; wearables; animatronics; adafruit,Project: Animatronic Fizzgig monster m4sk.,high,148,2019-11-06,adafruit,https://learn.adafruit.com/animatronic-fizzgig-monsterm4sk-puppet,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
Goose Game monster m4sk controller,,project,wearables; gaming; animatronics; adafruit,Project: Goose Game monster m4sk controller.,high,148,2019-11-06,adafruit,https://learn.adafruit.com/goose-game-m4sk-controller,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
Meat Skull Centerpiece,,project,adafruit,Project: Meat Skull Centerpiece.,high,148,2019-11-06,adafruit,https://learn.adafruit.com/meat-skull-centerpiece,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
Monster Mask Voice Changer,,project,cosplay; animatronics; adafruit,Project: Monster Mask Voice Changer.,high,148,2019-11-06,adafruit,https://learn.adafruit.com/spruce-up-a-costume-with-monster-m4sk-eyes-and-voice,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
Monster M4sk is Watching You,,project,wearables; animatronics; adafruit,Project: Monster M4sk is Watching You.,high,148,2019-11-06,adafruit,https://learn.adafruit.com/monster-m4sk-is-watching-you,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
Ooze Master 3000,,project,animatronics; adafruit,Project: Ooze Master 3000.,high,148,2019-11-06,adafruit,https://learn.adafruit.com/ooze-master-3000-neopixel-simulated-liquid-physics/overview,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
BLE Glowing Mini Cauldron,,project,retro-tech; adafruit; wireless; animatronics; decorative,Project: BLE Glowing Mini Cauldron.,high,148,2019-11-06,adafruit,https://www.youtube.com/watch?v=57s-rnjlolg,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
EZ Make Oven,,project,diy; maker,Project: EZ Make Oven.,high,148,2019-11-06,adafruit,https://learn.adafruit.com/ez-make-oven,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
The Open Book Project – an open eBook reader,,tip,media,Resource: The Open Book Project – an open eBook reader.,high,148,2019-11-06,adafruit,https://blog.adafruit.com/2019/11/01/the-open-book-project-an-open-ebook-reader-ebook-circuitpython-feather-samd51-josecastillo-hackaday-microchipmakes/,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
CircuitPython snakes its way to the SparkFun Qwiic Micro,,tip,adafruit,Resource: CircuitPython snakes its way to the SparkFun Qwiic Micro.,high,148,2019-11-06,adafruit,https://blog.adafruit.com/2019/10/24/circuitpython-snakes-its-way-to-the-sparkfun-qwiic-micro-samd21-development-board-sparkfun-circuitpython-adafruit/,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
Circuit Python on Sony Spresense,,tip,adafruit,Resource: Circuit Python on Sony Spresense.,high,148,2019-11-06,adafruit,https://circuitpython.org/board/spresense/,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
Circuit Python on Arduino Nano BLE,,tip,wireless; arduino; adafruit,Resource: Circuit Python on Arduino Nano BLE.,high,148,2019-11-06,adafruit,https://circuitpython.org/board/arduino_nano_33_ble/,,https://youtube.com/watch?v=QMAuJIiMuT0,https://www.makerprojectlab.com/pumpkin-spice-reflow-maker-update-148/
How to Make Realistic Eyes Using 3D Printing for Animatronic Eye Mechanisms,Will Cogley,project,printing; robotics; animatronics; wearables; 3d-printing,How to Make Realistic Eyes Using 3D Printing for Animatro... (by Will Cogley).,high,147,2019-10-31,main,https://www.instructables.com/id/How-to-Make-Ultra-Realistic-Eyes-Using-3D-Printing/,,https://youtube.com/watch?v=RqZRKUbA_p0,https://www.makerprojectlab.com/youve-got-my-eyes-maker-update-147/
LEGO Mini Chocolate Vending Machine,JK Brickworks,project,retro-tech; toy; gaming; food-prep; ai,LEGO Mini Chocolate Vending Machine (by JK Brickworks).,high,147,2019-10-31,main,https://www.youtube.com/watch?v=bFGsgjLQXA8,,https://youtube.com/watch?v=RqZRKUbA_p0,https://www.makerprojectlab.com/youve-got-my-eyes-maker-update-147/
2001: a Space Suit Odyssey,badjer1,project,cosplay; space,2001: a Space Suit Odyssey (by badjer1).,high,147,2019-10-31,main,https://www.instructables.com/id/2001-a-Space-Suit-Odyssey/,,https://youtube.com/watch?v=RqZRKUbA_p0,https://www.makerprojectlab.com/youve-got-my-eyes-maker-update-147/
Star Wars Rebel Pilot Chest Box - Arduino,badjer1,project,cosplay; arduino; props,Star Wars Rebel Pilot Chest Box - Arduino (by badjer1).,high,147,2019-10-31,main,https://www.instructables.com/id/Star-Wars-Rebel-Pilot-Chest-Box-Arduino/,,https://youtube.com/watch?v=RqZRKUbA_p0,https://www.makerprojectlab.com/youve-got-my-eyes-maker-update-147/
Animated WiFi Doll,cabuu,project,cosplay; animation; wireless,Animated WiFi Doll (by cabuu).,high,147,2019-10-31,main,https://www.instructables.com/id/Animated-WiFi-Doll/,,https://youtube.com/watch?v=RqZRKUbA_p0,https://www.makerprojectlab.com/youve-got-my-eyes-maker-update-147/
Adam Savage's One Day Builds: No-Face Animatronic Mouth!,,tip,robotics; animatronics,Resource: Adam Savage's One Day Builds: No-Face Animatronic Mouth!.,high,147,2019-10-31,main,https://youtu.be/kjxdWnUBmpU,,https://youtube.com/watch?v=RqZRKUbA_p0,https://www.makerprojectlab.com/youve-got-my-eyes-maker-update-147/
How to Make Animatronics With the Pololu Maestro,,tip,animatronics; pololu; servo; electronics,A tutorial on building animatronics using the Pololu Maestro servo controller.,high,147,2019-10-31,main,https://maker.pro/custom/projects/how-to-make-animatronics-with-the-pololu-maestro-masterclass-maker-projects,,https://youtube.com/watch?v=RqZRKUbA_p0,https://www.makerprojectlab.com/youve-got-my-eyes-maker-update-147/
Benefits of Thin CA Glue,,tip,adhesive,Resource: Benefits of Thin CA Glue.,high,147,2019-10-31,main,https://www.youtube.com/watch?v=WWtXriCPhRQ,,https://youtube.com/watch?v=RqZRKUbA_p0,https://www.makerprojectlab.com/youve-got-my-eyes-maker-update-147/
1mm to 5mm Thickness Swatch,Roykinn7,tip,3d-printing; calibration,A 3D-printable thickness calibration swatch by Roykinn7.,high,147,2019-10-31,main,https://www.thingiverse.com/thing:3938054,,https://youtube.com/watch?v=RqZRKUbA_p0,https://www.makerprojectlab.com/youve-got-my-eyes-maker-update-147/
Make Your Own Sprockets,Lewin Day,tip,mechanical-engineering; gears; cnc,"A tutorial on designing and making your own sprockets, by Hackaday's Lewin Day.",high,147,2019-10-31,main,https://hackaday.com/2019/10/21/how-to-make-an-electric-scooter-chain-sprocket-with-nothing-but-hand-tools/,,https://youtube.com/watch?v=RqZRKUbA_p0,https://www.makerprojectlab.com/youve-got-my-eyes-maker-update-147/
Hackaday Supercon November 15 – 17,,tip,event,Resource: Hackaday Supercon November 15 – 17.,high,147,2019-10-31,main,https://hackaday.com/2019/10/18/speakers-taking-the-stage-at-supercon-plus-a-hint-of-the-hacking-to-come/,,https://youtube.com/watch?v=RqZRKUbA_p0,https://www.makerprojectlab.com/youve-got-my-eyes-maker-update-147/
Musically synced car windshield wipers using Raspberry Pi,Ian Charnas,project,raspberry-pi; music; automation; audio,Windshield wipers synchronized to music via Raspberry Pi.,high,146,2019-10-24,main,https://www.youtube.com/watch?v=oJkZpBi6n6Q,https://www.iancharnas.com/dancing-wipers/,https://youtube.com/watch?v=jT6fZGkA1EI,https://www.makerprojectlab.com/in-sync-maker-update-146/
How to Make Fold Away Tool Storage,I Like to Make Stuff,project,wood; woodworking; storage; diy,Foldable tool storage cabinet build.,high,146,2019-10-24,main,https://www.youtube.com/watch?v=LOYmB6q2wnM,,https://youtube.com/watch?v=jT6fZGkA1EI,https://www.makerprojectlab.com/in-sync-maker-update-146/
Virtuscope CyberDeck,Bootdsc,project,,Custom portable computing device (cyberdeck) build.,low,146,2019-10-24,main,https://thedigitalocean.wordpress.com/deck/,,https://youtube.com/watch?v=jT6fZGkA1EI,https://www.makerprojectlab.com/in-sync-maker-update-146/
Retro 7 Segment Clock TE (Tiny Edition),Daniel Cikic,project,led; 7-segment; clock; electronics; retro-tech,Compact retro-style 7-segment LED clock.,high,146,2019-10-24,main,https://www.thingiverse.com/thing:3865571,,https://youtube.com/watch?v=jT6fZGkA1EI,https://www.makerprojectlab.com/in-sync-maker-update-146/
10 Ways to Butt Joint,Make Something,tip,wood; woodworking; joints,Ten methods for joining wood with butt joints.,high,146,2019-10-24,main,https://www.youtube.com/watch?v=B1A3aiEHIzk,,https://youtube.com/watch?v=jT6fZGkA1EI,https://www.makerprojectlab.com/in-sync-maker-update-146/
Trigger Torch Test: Bernzomatic TS4000 vs. TS8000,,tip,torch; soldering; metalworking,Comparison review of Bernzomatic trigger torches.,high,146,2019-10-24,main,https://youtu.be/mJOCW6y5xY4,,https://youtube.com/watch?v=jT6fZGkA1EI,https://www.makerprojectlab.com/in-sync-maker-update-146/
