Title,Creator,Category,Tags,Synopsis,Confidence,Episode Number,Episode Date,Edition,Source URL,Secondary URLs,Episode Video URL,Episode Blog URL
"Jen Schachter, Multimedia Maker",,tip,interview; maker; multimedia; profile,Profile or interview with multimedia maker.,high,108,2019-01-17,main,https://kk.org/cooltools/jen-schachter-multimedia-maker/,,https://youtube.com/watch?v=dUHPof55C0o,https://www.makerprojectlab.com/speech-bubbles-maker-update-108/
Popsicle Stick CNC Hack,Anthony Timpanaro,tip,cnc; woodworking; popsicle-stick; tool-hack; diy,DIY CNC machine from popsicle sticks.,high,108,2019-01-17,main,,,https://youtube.com/watch?v=dUHPof55C0o,https://www.makerprojectlab.com/speech-bubbles-maker-update-108/
CODE ON YOUR PHONE WITH CIRCUITPYTHON EDITOR,,tip,circuitpython; mobile; programming; editor; phone,CircuitPython editor app for smartphones.,high,108,2019-01-17,main,https://hackaday.com/2019/01/10/code-on-your-phone-with-circuitpython-editor/,,https://youtube.com/watch?v=dUHPof55C0o,https://www.makerprojectlab.com/speech-bubbles-maker-update-108/
Adafruit Grand Central M4 Express featuring the SAMD51,,tip,adafruit; microcontroller; samd51; hardware; board,Adafruit Grand Central with SAMD51 processor.,high,108,2019-01-17,main,https://www.adafruit.com/product/4064,,https://youtube.com/watch?v=dUHPof55C0o,https://www.makerprojectlab.com/speech-bubbles-maker-update-108/
Grand Central Guide,,tip,adafruit; grand-central; tutorial,Tutorial guide for Grand Central.,high,108,2019-01-17,main,https://learn.adafruit.com/adafruit-grand-central,,https://youtube.com/watch?v=dUHPof55C0o,https://www.makerprojectlab.com/speech-bubbles-maker-update-108/
"January 19 + 20, 2019",,tip,announcement; schedule; event; episode,Schedule for Maker Update episodes.,low,108,2019-01-17,main,,,https://youtube.com/watch?v=dUHPof55C0o,https://www.makerprojectlab.com/speech-bubbles-maker-update-108/
Very Slow Movie Player,Bryan Boyer,project,electronics; display; art; slow-cinema; video,Art project displaying movies at slow speed.,high,107,2019-01-10,main,https://medium.com/@bryan/very-slow-movie-player-499f76c48b62,https://github.com/bryanboyer/node-epaper-rpi,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
Electromechanical Flip Clock Assembled PCB,Coyt Barringer,project,clock; flip-clock; electronics; mechanical,Flip clock with mechanical display.,high,107,2019-01-10,main,https://coytbarringer.com/flip-display-clock/,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
https://blog.tindie.com/2019/01/electromechanical-flip-clock-board/,,project,,No content available for this row.,low,107,2019-01-10,main,https://blog.tindie.com/2019/01/electromechanical-flip-clock-board/,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
Glayer a kitty mp3 player for kiddos.,,project,audio; mp3; toy; electronics; children,Toy MP3 player for children.,high,107,2019-01-10,main,https://github.com/oxullo/glayer,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
The Plotti Botti: An Internet-Controlled Drawing Robot!,8bitsandabyte,project,robotics; plotter; drawing; iot; cnc,Internet-connected drawing robot.,high,107,2019-01-10,main,https://www.hackster.io/8bitsandabyte/the-plotti-botti-an-internet-controlled-drawing-robot-51225a,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
Arduino with NeoPixel Optocouplers Controlling Many Relays,Pedro52,project,arduino; electronics; relay; neopixel; automation,Arduino circuit controlling relays.,high,107,2019-01-10,main,https://www.hackster.io/Pedro52/arduino-with-neopixel-optocouplers-controlling-many-relays-5f2573,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
NeoPixel Animation with Gestures,Dan Ionescu,project,led; neopixel; gesture-recognition; interactive; animation,Interactive LED animation by hand gestures.,high,107,2019-01-10,main,https://www.hackster.io/danionescu/neopixel-animation-with-gestures-6322bf,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
Maker Case,,tip,3d-printing; case; enclosure; design; housing,3D-printable case for maker projects.,high,107,2019-01-10,main,http://www.makercase.com/,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
The 3D Printable Braille Typeface Project,aaskedall,tip,3d-printing; braille; accessibility; typeface; font,3D-printable braille typeface.,high,107,2019-01-10,main,https://www.thingiverse.com/thing:2861973,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
OpenRNDR,,tip,generative-art; software; visualization; creative-coding,Open-source framework for generative art.,high,107,2019-01-10,main,https://openrndr.org/,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
https://github.com/openrndr/openrndr,,tip,,No content available for this row.,low,107,2019-01-10,main,https://github.com/openrndr/openrndr,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
Cool Tool Review: Gaffer Tape,,tip,tool-review; tape; gaffer-tape; adhesive,Review of gaffer tape for workshop.,high,107,2019-01-10,main,https://youtu.be/8fSAcWJFSUQ,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
Gaffer Power Gaffer Tape 2 Inch X 30 Yards,,tip,tape; gaffer-tape; adhesive; strong,Gaffer tape product for strong adhesion.,high,107,2019-01-10,main,http://amzn.to/2sJ7XN6,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
Gaffer Power Gaffer Tape 3 Inch X 30 Yards – Black,,tip,tape; gaffer-tape; adhesive; wide,Wider gaffer tape variant for assembly.,high,107,2019-01-10,main,http://amzn.to/2sJpt3Y,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
"January 19 + 20, 2019",,tip,announcement; schedule; event; episode,Schedule for Maker Update episodes.,low,107,2019-01-10,main,,,https://youtube.com/watch?v=wzhxJfEZh-w,https://www.makerprojectlab.com/e-paper-movie-player-maker-update-107/
"Interactive LED Dome With Fadecandy, Processing and Kinect",amygoodchild,project,led; interactive; kinect; processing; art-installation,Interactive LED dome responsive to motion.,high,106,2019-01-03,main,https://www.instructables.com/id/Interactive-LED-Dome-With-Fadecandy-Processing-and/,,https://youtube.com/watch?v=WhaatbgXHa4,https://www.makerprojectlab.com/when-in-dome-maker-update-106/
Christmas Ornament That 3D Prints Christmas Ornaments,seanhodgins,project,3d-printing; christmas; ornament; novelty; recursive,Printable ornament producing miniature ornaments.,high,106,2019-01-03,main,https://www.instructables.com/id/Christmas-Ornament-That-3D-Prints-Christmas-Orname/,,https://youtube.com/watch?v=WhaatbgXHa4,https://www.makerprojectlab.com/when-in-dome-maker-update-106/
Motion Machines,wonderfulidea,project,kinetic-art; mechanical; animation; motors,Kinetic sculptures demonstrating motion.,high,106,2019-01-03,main,https://www.instructables.com/id/Motion-Machines/,,https://youtube.com/watch?v=WhaatbgXHa4,https://www.makerprojectlab.com/when-in-dome-maker-update-106/
Eye Motion Tracking Using Infrared Sensor,HomeMadeGarbage,project,sensor; eye-tracking; infrared; electronics; computer-vision,Infrared eye tracking system.,high,106,2019-01-03,main,https://www.instructables.com/id/Eye-Motion-Tracking-Using-Infrared-Sensor/,,https://youtube.com/watch?v=WhaatbgXHa4,https://www.makerprojectlab.com/when-in-dome-maker-update-106/
Uncanny Eye,Phil B.,project,animatronics; electronics; servo; eyes; mechanics,Motorized robotic eye with tracking.,high,106,2019-01-03,main,https://learn.adafruit.com/animated-electronic-eyes-using-teensy-3-1/overview,,https://youtube.com/watch?v=WhaatbgXHa4,https://www.makerprojectlab.com/when-in-dome-maker-update-106/
Resistor Organizer and Storage,lonesoulsurfer,tip,electronics; organization; 3d-printing,3D-printable resistor organizer.,high,106,2019-01-03,main,https://www.instructables.com/id/Resistor-Organizer-and-Storage/,,https://youtube.com/watch?v=WhaatbgXHa4,https://www.makerprojectlab.com/when-in-dome-maker-update-106/
Copper Wire Spool Holder With Straightener,Roger Cheng,tip,3d-printing; wire; storage,Tool for copper wire spools.,high,106,2019-01-03,main,https://newscrewdriver.com/2018/12/27/copper-wire-spool-holder-with-straightener/,,https://youtube.com/watch?v=WhaatbgXHa4,https://www.makerprojectlab.com/when-in-dome-maker-update-106/
via Emily Velasco,,tip,,No content available for this row.,low,106,2019-01-03,main,https://twitter.com/makerprojectlab/status/1079096133689925632,,https://youtube.com/watch?v=WhaatbgXHa4,https://www.makerprojectlab.com/when-in-dome-maker-update-106/
How to create a free Onshape account,,tip,cad; software; onshape; tutorial; free,Guide to free Onshape CAD account.,high,106,2019-01-03,main,https://www.onshape.com/products/free,,https://youtube.com/watch?v=WhaatbgXHa4,https://www.makerprojectlab.com/when-in-dome-maker-update-106/
Making R2-D2,Bob Clagett,tip,cosplay; props; star-wars; robotics; r2d2,Guide to building R2-D2 robot replica.,high,106,2019-01-03,main,https://www.youtube.com/watch?v=JWgp7VSVJR8,,https://youtube.com/watch?v=WhaatbgXHa4,https://www.makerprojectlab.com/when-in-dome-maker-update-106/
E6000 Adhesive Roundup,,tip,adhesive; tool-review; glue; e6000,Review of E6000 multi-purpose adhesive.,high,106,2019-01-03,main,https://www.youtube.com/watch?v=UnlctRS97nM,,https://youtube.com/watch?v=WhaatbgXHa4,https://www.makerprojectlab.com/when-in-dome-maker-update-106/
Fully 3D-Printed 7-Segment “Digital” Clock Driven by 28 Servos,O.T Vinta,project,3d-printing; clock; servo; display; mechanical,3D-printed clock with 28 servo motors.,high,105,2018-12-19,main,http://www.otvinta.com/download14.html,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
Hackster writeup,Jeremy S. Cook,project,,No content available for this row.,low,105,2018-12-19,main,https://blog.hackster.io/7-segment-digital-clock-uses-28-servos-102e99ebff73,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
GIF Photo Booth,randofo,project,photography; gif; animation; photo-booth,Photo booth capturing animated GIFs.,high,105,2018-12-19,main,https://www.instructables.com/id/GIF-Photo-Booth/,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
Remote Controlled LED Eyes & Costume Hood,bekathwia,project,led; costume; wearables; remote-control,Wireless-controlled LED costume head.,high,105,2018-12-19,main,https://www.instructables.com/id/Remote-Controlled-LED-Eyes-Costume-Hood/,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
Simple RF L4 Receiver,,project,,No content available for this row.,low,105,2018-12-19,main,https://www.adafruit.com/product/1098,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
Ping Pong Popper,gzumwalt,project,novelty; toy; solenoid; electronics; launcher,Toy launching ping pong balls.,high,105,2018-12-19,main,https://www.instructables.com/id/Ping-Pong-Popper/,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
Ping Pong Ball Launcher,Dano Wall,project,launcher; toy; solenoid; electronics; pneumatics,Launcher for ping pong balls.,high,105,2018-12-19,main,https://learn.adafruit.com/ping-pong-ball-launcher-with-cpx,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
This to That,,tip,adhesive; glue; chart,Reference guide for adhesive selection.,high,105,2018-12-19,main,https://www.thistothat.com/,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
Make's Glue Chart,Rebecca Husemann,tip,adhesive; glue; chart; maker,Glue comparison chart for makers.,high,105,2018-12-19,main,https://makezine.com/2016/03/25/dont-glue-anything-without-handy-reference-chart/,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
Quick Guide to Soldering Brass Rod,david neat (via Mohit Bhoite),tip,soldering; metalworking; brass,Technique for soldering brass rods.,high,105,2018-12-19,main,https://davidneat.wordpress.com/2015/05/03/a-quick-guide-to-soldering-brass/amp/,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
Federico Tobon interview,,tip,interview; maker; profile; artist,Interview with maker Federico Tobon.,high,105,2018-12-19,main,https://youtu.be/CxFEjp_eBXA,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
Interactive Totoro,,tip,toy; interactive; electronics; novelty,Interactive Totoro character toy.,high,105,2018-12-19,main,https://wolfcatworkshop.com/index.php/interactive-totoro-piece-for-giant-robot-show/,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
Favorite 2018 Tool Finds Under $10,,tip,tool-review; budget-tools; roundup; affordable,Roundup of budget tools under $10.,high,105,2018-12-19,main,https://youtu.be/8t74b9h2g6A,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
Modified F-Clamp,Create,tip,clamp; tool-modification; f-clamp,Modified F-clamp design.,high,105,2018-12-19,main,https://youtu.be/dZFruJITY2w,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
via Hackaday,,tip,,No content available for this row.,low,105,2018-12-19,main,https://hackaday.com/2018/12/11/modified-f-clamp-is-wheely-good/,,https://youtube.com/watch?v=I-i01UsPWjo,https://www.makerprojectlab.com/diy-flip-digits-makerupdate-105/
How to Make a Christmas Tree for Cats,,project,diy; pets; christmas; wood; furniture,DIY Christmas tree for cats.,high,104,2018-12-12,main,https://youtu.be/B98MvPHJPGI,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Lazy Grid Clock,parallyze,project,clock; display; electronics; led; time,LED grid clock with dot patterns.,high,104,2018-12-12,main,https://www.thingiverse.com/thing:3241802,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Sound Controlled LED's - Pocket Disco,lonesoulsurfer,project,led; audio-reactive; electronics; wearables,LED light show responsive to music.,high,104,2018-12-12,main,https://www.instructables.com/id/Sound-Controlled-LEDs-Pocket-Disco/,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Molecule Necklaces,Penolopy Bulnick,project,jewelry; molecular-structure; science; wearables; 3d-printing,Necklace displaying molecular structures.,high,104,2018-12-12,main,https://www.instructables.com/id/Rhinestone-and-3D-Print-Molecule-Necklaces/,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
also work as ornaments,,project,jewelry; ornament; decoration; 3d-printing,Molecule necklace doubles as ornament.,high,104,2018-12-12,main,https://www.instructables.com/id/Molecule-Ornaments/,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Designing And Building An 8 Foot Long River of Light,Caleb Kraft,project,led; lighting; kinetic-art; installation,An 8-foot LED 'river of light' installation designed and built by Caleb Kraft.,high,104,2018-12-12,main,https://makezine.com/2018/12/04/designing-and-building-an-8-foot-long-river-of-light/,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Solar LED Heart Ornament,Antalife,project,led; solar-power; wearables; ornament,Solar-powered LED heart ornament with custom design.,high,104,2018-12-12,main,https://www.antalife.com/2018/11/project-solar-led-heart-ornament.html,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Hackaday writeup,,project,,No content available for this row.,low,104,2018-12-12,main,https://hackaday.com/2018/12/06/solar-heart-engineered-to-beat-for-decades/,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Octopad,Patrick Lemieux,project,midi; music; controller; electronics,Custom MIDI music controller with octave pad interface.,high,104,2018-12-12,main,http://shakethatbutton.com/the-octopad/,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
http://patrick-lemieux.com/projects/Octopad/,,project,,No content available for this row.,low,104,2018-12-12,main,http://patrick-lemieux.com/projects/Octopad/,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Maker Spaces: Kinetic Sculpture Artist Nemo Gould,,tip,kinetic-art; sculpture,Interview with kinetic sculpture artist Nemo Gould.,high,104,2018-12-12,main,https://youtu.be/2xntfsLWlDg,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Thingiverse Holiday Prints Collection,,tip,3d-printing,Collection of holiday-themed 3D printable models.,high,104,2018-12-12,main,https://www.thingiverse.com/AnaErwin/collections/holidays,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Reindeer card kit,shink,tip,,No content available for this row.,low,104,2018-12-12,main,https://www.thingiverse.com/thing:3213535,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Hackaday Circuit Sculpture Contest,,tip,electronics; sculpture; contest,Hackaday circuit sculpture contest announcement.,high,104,2018-12-12,main,https://hackaday.com/2018/12/04/the-circuit-sculpture-contest/,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
ElectroMage Pixelblaze V2 - WiFi LED Controller,,tip,led; lighting; iot; esp32,WiFi-enabled LED controller with visual effects.,high,104,2018-12-12,main,https://www.tindie.com/products/ElectroMage/electromage-pixelblaze-v2-wifi-led-controller/,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
The Official Raspberry Pi Beginner’s Guide (free PDF),,tip,raspberry-pi; tutorial,Free PDF guide for Raspberry Pi beginners.,high,104,2018-12-12,main,https://www.raspberrypi.org/magpi/issues/beginners-guide/,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Cool Tool Review: Makey Makey,,tip,makey-makey; controller,Tool review of Makey Makey input device.,high,104,2018-12-12,main,https://www.youtube.com/watch?v=9qqfJNrUjCw,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Makey Makey on Amazon,,tip,,No content available for this row.,low,104,2018-12-12,main,https://amzn.to/2JzJ7It,,https://youtube.com/watch?v=SpsaBJHK7Og,https://www.makerprojectlab.com/cardboard-plywood-maker-update-104/
Arduinoflake,Jiří Praus,project,arduino; led; holiday; snowflake,Arduino-controlled LED snowflake with effects.,high,103,2018-12-06,main,https://www.instructables.com/id/Arduinoflake/,,https://youtube.com/watch?v=ZK5SQ9AaGGs,https://www.makerprojectlab.com/arduino-snow-maker-update-103/
Hands-free Oreo dispenser,The Practical Engineer,project,robotics; automation; mechanical,Motion-activated Oreo dispensing device.,high,103,2018-12-06,main,https://thepracticalengineer.com/blog/oreodispenser,,https://youtube.com/watch?v=ZK5SQ9AaGGs,https://www.makerprojectlab.com/arduino-snow-maker-update-103/
Downloadable plans,,project,,No content available for this row.,low,103,2018-12-06,main,https://thepracticalengineer.com/plans/oreodispenserplan,,https://youtube.com/watch?v=ZK5SQ9AaGGs,https://www.makerprojectlab.com/arduino-snow-maker-update-103/
Cosmos Mariner: a Large Aperture Dobsonian Telescope,gravitino,project,optics; telescope; space; woodworking,Custom-built large aperture Dobsonian telescope.,high,103,2018-12-06,main,https://www.instructables.com/id/Cosmos-Mariner-a-Large-Aperture-Dobsonian-Telescop/,,https://youtube.com/watch?v=ZK5SQ9AaGGs,https://www.makerprojectlab.com/arduino-snow-maker-update-103/
Networked Nightlights with ESP8266 and Raspberry Pi,Andy Warburton,project,esp32; raspberry-pi; lighting; iot,WiFi-connected smart nightlights.,high,103,2018-12-06,main,https://makeandymake.github.io/2018/11/29/networked-lights-with-esp8266-and-raspberrypi.html,,https://youtube.com/watch?v=ZK5SQ9AaGGs,https://www.makerprojectlab.com/arduino-snow-maker-update-103/
Putting The Pieces Back Together Again,Ralf Baecker,project,,No content available for this row.,low,103,2018-12-06,main,https://www.creativeapplications.net/robotics/putting-the-pieces-back-together-again-the-order-of-chaos/,,https://youtube.com/watch?v=ZK5SQ9AaGGs,https://www.makerprojectlab.com/arduino-snow-maker-update-103/
Hellcouch,Carol Mertz and Francesca Carletto-Leon,project,,No content available for this row.,low,103,2018-12-06,main,http://shakethatbutton.com/hellcouch/,,https://youtube.com/watch?v=ZK5SQ9AaGGs,https://www.makerprojectlab.com/arduino-snow-maker-update-103/
BadgeLove contest,,tip,wearables; badge; competition,BadgeLove electronics badge contest.,high,103,2018-12-06,main,https://www.hackster.io/contests/BadgeLove,,https://youtube.com/watch?v=ZK5SQ9AaGGs,https://www.makerprojectlab.com/arduino-snow-maker-update-103/
Large 3V + 5V Analog Panel Meters,,tip,electronics; meters,High-capacity analog panel meters.,high,103,2018-12-06,main,https://blog.adafruit.com/2018/11/29/new-products-analog-panel-meters-3v-5v/,,https://youtube.com/watch?v=ZK5SQ9AaGGs,https://www.makerprojectlab.com/arduino-snow-maker-update-103/
Inside the Alexa Billy Bass,,tip,hacking; voice-control; animatronics,Teardown of Alexa-enabled Billy Bass.,high,103,2018-12-06,main,https://youtu.be/aAzwYpkPO18,,https://youtube.com/watch?v=ZK5SQ9AaGGs,https://www.makerprojectlab.com/arduino-snow-maker-update-103/
Budget Robot Chassis Compared,,tip,robotics; chassis; comparison,Comparison of affordable robot chassis.,high,103,2018-12-06,main,https://youtu.be/eQiTr46MS4Y,,https://youtube.com/watch?v=ZK5SQ9AaGGs,https://www.makerprojectlab.com/arduino-snow-maker-update-103/
"Glowing Guitar, Pt. 2",ENGLANDSAURUS,project,guitar; led; lighting; music,Custom LED-lit guitar modification.,high,102,2018-11-28,main,https://www.sparkfun.com/news/2822,,https://youtube.com/watch?v=aGodg_XySAY,https://www.makerprojectlab.com/led-guitar-maker-update-102/
"Glowing Guitar, Pt. 1",ENGLANDSAURUS,project,guitar; led; lighting; music,Custom LED-lit guitar modification.,high,102,2018-11-28,main,https://www.sparkfun.com/news/2754,,https://youtube.com/watch?v=aGodg_XySAY,https://www.makerprojectlab.com/led-guitar-maker-update-102/
How to Make a Rad Pizza Slice Stream Controller!,BrokenAntlerWorkshop,project,controller; twitch; gaming; 3d-printing,Novelty pizza-slice streaming controller.,high,102,2018-11-28,main,https://www.instructables.com/id/How-to-Make-a-Rad-Pizza-Slice-Stream-Controller/,,https://youtube.com/watch?v=aGodg_XySAY,https://www.makerprojectlab.com/led-guitar-maker-update-102/
CircuitPython Servo Tester,,project,arduino; servo; testing; electronics,CircuitPython servo motor testing device.,high,102,2018-11-28,main,https://learn.adafruit.com/circuitpython-servo-tester,,https://youtube.com/watch?v=aGodg_XySAY,https://www.makerprojectlab.com/led-guitar-maker-update-102/
Image to Lithopane,,tip,3d-printing; software; lithophane,Software for converting images to lithophane.,high,102,2018-11-28,main,http://3dp.rocks/lithophane/,,https://youtube.com/watch?v=aGodg_XySAY,https://www.makerprojectlab.com/led-guitar-maker-update-102/
